Name;Kategorie;Zutaten;Zubereitung;Portionen;Kalorien;Eiweiß;Kohlenhydrate;Fett
Bratkartoffeln #237;Salat;Bratkartoffeln, Ei, Paprika, Butter, Zimt, Gurke;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;623;8;116;14
Käsespätzle #238;Beilage;Käsespätzle, Sahne, Paprika, Ei, Butter, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;599;18;89;19
Sauerkraut #239;Vegetarisch;Sauerkraut, Käse, Porree, Ei, Paprika, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;716;14;120;20
Spätzle #240;Suppe;Spätzle, Milch, Paprika, Sahne, Petersilie, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;315;9;51;8
Frikadellen #241;Vegetarisch;Frikadellen, Olivenöl, Mehl, Senf, Vanille, Zitrone;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;822;5;164;16
Käsespätzle #242;Vegetarisch;Käsespätzle, Senf, Gurke, Brühe, Karotte, Butter;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;790;27;143;12
Gulasch #243;Beilage;Gulasch, Ei, Apfel, Zitrone, Vanille, Zimt;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;500;33;53;17
Kartoffelpuffer #244;Fischgericht;Kartoffelpuffer, Sellerie, Butter, Zwiebel, Sahne, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;286;44;9;8
Apfelstrudel #245;Beilage;Apfelstrudel, Milch, Knoblauch, Senf, Sellerie, Zimt;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;554;20;84;15
Bratkartoffeln #246;Hauptgericht;Bratkartoffeln, Porree, Zwiebel, Butter, Petersilie, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;548;18;65;24
Sauerbraten #247;Hauptgericht;Sauerbraten, Porree, Butter, Zimt, Sellerie, Gurke;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;559;29;97;6
Bratkartoffeln #248;Nachtisch;Bratkartoffeln, Petersilie, Sellerie, Senf, Brühe, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;739;29;81;33
Gulasch #249;Pasta;Gulasch, Sellerie, Tomate, Mehl, Sahne, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;833;41;93;33
Schweinebraten #250;Vegan;Schweinebraten, Mehl, Porree, Käse, Gurke, Milch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;653;44;108;5
Leberknödel #251;Nachtisch;Leberknödel, Butter, Vanille, Ei, Apfel, Tomate;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;769;5;173;6
Kartoffelsuppe #252;Curry;Kartoffelsuppe, Sellerie, Sahne, Brühe, Karotte, Zimt;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;762;19;101;31
Schweinebraten #253;Pfannengericht;Schweinebraten, Knoblauch, Zitrone, Karotte, Käse, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;625;40;73;19
Sauerkraut #254;Curry;Sauerkraut, Vanille, Petersilie, Zwiebel, Gurke, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;461;43;56;7
Erbsensuppe #255;Nachtisch;Erbsensuppe, Petersilie, Senf, Sahne, Zimt, Sellerie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;301;15;42;8
Gulasch #256;Vegan;Gulasch, Gurke, Zitrone, Zimt, Zwiebel, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;782;44;72;35
Schweinebraten #257;Hauptgericht;Schweinebraten, Gurke, Karotte, Zitrone, Apfel, Mehl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;779;39;126;13
Frikadellen #258;Curry;Frikadellen, Sellerie, Zitrone, Mehl, Tomate, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;624;9;124;10
Rinderroulade #259;Salat;Rinderroulade, Zitrone, Butter, Brühe, Karotte, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;836;41;129;17
Apfelstrudel #260;Salat;Apfelstrudel, Apfel, Zitrone, Ei, Zwiebel, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;499;44;69;5
Erbsensuppe #261;Beilage;Erbsensuppe, Olivenöl, Petersilie, Knoblauch, Vanille, Zimt;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;629;17;97;19
Käsekuchen #262;Curry;Käsekuchen, Zimt, Sahne, Ei, Paprika, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;531;13;104;7
Kartoffelpuffer #263;Nachtisch;Kartoffelpuffer, Karotte, Brühe, Mehl, Porree, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;781;42;121;14
Kartoffelsalat #264;Vegetarisch;Kartoffelsalat, Zitrone, Zwiebel, Knoblauch, Brühe, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;508;12;65;22
Bratkartoffeln #265;Suppe;Bratkartoffeln, Olivenöl, Karotte, Butter, Ei, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;362;19;15;25
Erbsensuppe #266;Fischgericht;Erbsensuppe, Zitrone, Petersilie, Käse, Zwiebel, Butter;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;844;38;128;20
Sauerbraten #267;Reis;Sauerbraten, Porree, Zwiebel, Paprika, Butter, Mehl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;317;24;39;7
Spätzle #268;Vegan;Spätzle, Milch, Käse, Senf, Ei, Knoblauch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;685;17;127;12
Schwarzwälder Kirschtorte #269;Nachtisch;Schwarzwälder Kirschtorte, Paprika, Petersilie, Knoblauch, Sahne, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;513;43;11;33
Rinderroulade #270;Vegan;Rinderroulade, Zitrone, Olivenöl, Senf, Tomate, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;825;44;88;33
Kartoffelsalat #271;Suppe;Kartoffelsalat, Butter, Mehl, Petersilie, Gurke, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;291;5;54;6
Maultaschen #272;Salat;Maultaschen, Gurke, Sahne, Petersilie, Paprika, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;362;17;6;30
Eintopf #273;Reis;Eintopf, Sellerie, Brühe, Vanille, Tomate, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;710;37;66;33
Käsespätzle #274;Beilage;Käsespätzle, Zwiebel, Apfel, Senf, Mehl, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;281;35;24;5
Erbsensuppe #275;Curry;Erbsensuppe, Petersilie, Porree, Tomate, Milch, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;307;5;60;5
Schnitzel #276;Frühstück;Schnitzel, Sellerie, Käse, Paprika, Zwiebel, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;779;12;144;17
Leberknödel #277;Pfannengericht;Leberknödel, Vanille, Olivenöl, Apfel, Sahne, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;438;43;0;30
Rinderroulade #278;Salat;Rinderroulade, Senf, Sellerie, Apfel, Gurke, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;384;8;47;18
Schwarzwälder Kirschtorte #279;Vegan;Schwarzwälder Kirschtorte, Milch, Sahne, Sellerie, Petersilie, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;314;41;0;20
Frikadellen #280;Beilage;Frikadellen, Senf, Mehl, Olivenöl, Zwiebel, Milch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;359;24;50;7
Rinderroulade #281;Hauptgericht;Rinderroulade, Brühe, Gurke, Käse, Zimt, Butter;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;683;19;75;34
Schwarzwälder Kirschtorte #282;Vegan;Schwarzwälder Kirschtorte, Käse, Porree, Gurke, Knoblauch, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;349;14;39;15
Sauerbraten #283;Salat;Sauerbraten, Butter, Tomate, Sahne, Vanille, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;712;29;92;25
Bratkartoffeln #284;Hauptgericht;Bratkartoffeln, Gurke, Brühe, Tomate, Petersilie, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;825;16;161;13
Leberknödel #285;Fischgericht;Leberknödel, Paprika, Senf, Vanille, Mehl, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;551;33;86;8
Frikadellen #286;Vegetarisch;Frikadellen, Milch, Zwiebel, Gurke, Karotte, Butter;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;341;27;0;30
Maultaschen #287;Fischgericht;Maultaschen, Olivenöl, Porree, Butter, Zwiebel, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;438;21;45;19
Frikadellen #288;Vegan;Frikadellen, Apfel, Milch, Olivenöl, Senf, Zitrone;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;478;27;25;30
Gulasch #289;Salat;Gulasch, Apfel, Karotte, Milch, Porree, Brühe;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;701;14;141;9
Kartoffelpuffer #290;Hauptgericht;Kartoffelpuffer, Petersilie, Gurke, Ei, Senf, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;419;17;40;21
Kartoffelsalat #291;Vegan;Kartoffelsalat, Sellerie, Käse, Paprika, Karotte, Tomate;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;614;9;95;22
Leberknödel #292;Suppe;Leberknödel, Porree, Zitrone, Petersilie, Olivenöl, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;341;34;0;32
Käsekuchen #293;Beilage;Käsekuchen, Mehl, Tomate, Zwiebel, Käse, Milch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;553;29;89;9
Apfelstrudel #294;Frühstück;Apfelstrudel, Karotte, Käse, Brühe, Apfel, Sellerie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;531;14;107;5
Käsespätzle #295;Fischgericht;Käsespätzle, Olivenöl, Zimt, Brühe, Porree, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;610;45;53;24
Leberknödel #296;Pfannengericht;Leberknödel, Butter, Ei, Petersilie, Zitrone, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;715;40;78;27
Apfelstrudel #297;Fischgericht;Apfelstrudel, Butter, Mehl, Karotte, Zwiebel, Zimt;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;676;43;56;31
Brezel #298;Suppe;Brezel, Ei, Senf, Mehl, Käse, Gurke;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;280;29;0;30
Käsespätzle #299;Fischgericht;Käsespätzle, Zimt, Porree, Karotte, Käse, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;392;29;30;17
Käsespätzle #300;Fischgericht;Käsespätzle, Tomate, Paprika, Gurke, Sellerie, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;607;20;66;29
Linsensuppe #301;Vegetarisch;Linsensuppe, Zitrone, Olivenöl, Butter, Käse, Knoblauch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;819;45;123;16
Käsekuchen #302;Curry;Käsekuchen, Käse, Paprika, Apfel, Sahne, Brühe;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;571;18;57;30
Erbsensuppe #303;Frühstück;Erbsensuppe, Karotte, Paprika, Brühe, Olivenöl, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;628;27;116;6
Schnitzel #304;Pasta;Schnitzel, Käse, Sahne, Porree, Mehl, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;679;44;105;9
Rinderroulade #305;Fischgericht;Rinderroulade, Käse, Senf, Zitrone, Milch, Sellerie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;793;35;152;5
Kartoffelsuppe #306;Nachtisch;Kartoffelsuppe, Zwiebel, Knoblauch, Ei, Tomate, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;819;41;123;18
Erbsensuppe #307;Hauptgericht;Erbsensuppe, Mehl, Zitrone, Karotte, Vanille, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;475;16;55;21
Sauerkraut #308;Salat;Sauerkraut, Vanille, Petersilie, Milch, Apfel, Zitrone;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;723;28;139;6
Käsespätzle #309;Suppe;Käsespätzle, Paprika, Knoblauch, Zwiebel, Karotte, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;705;17;107;23
Eintopf #310;Vegan;Eintopf, Senf, Käse, Tomate, Zitrone, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;802;11;126;28
Leberknödel #311;Suppe;Leberknödel, Senf, Karotte, Porree, Käse, Knoblauch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;730;26;80;34
Sauerbraten #312;Vegetarisch;Sauerbraten, Karotte, Sahne, Mehl, Senf, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;312;25;12;18
Erbsensuppe #313;Curry;Erbsensuppe, Butter, Vanille, Brühe, Ei, Sellerie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;559;34;83;10
Gulasch #314;Salat;Gulasch, Zimt, Gurke, Ei, Paprika, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;364;15;6;31
Käsespätzle #315;Pasta;Käsespätzle, Tomate, Zimt, Milch, Sellerie, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;463;31;39;20
Erbsensuppe #316;Vegetarisch;Erbsensuppe, Karotte, Mehl, Tomate, Brühe, Zitrone;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;313;12;50;7
Rinderroulade #317;Frühstück;Rinderroulade, Milch, Vanille, Sahne, Gurke, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;707;40;67;31
Gulasch #318;Vegetarisch;Gulasch, Brühe, Milch, Zimt, Ei, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;743;29;116;18
Kartoffelpuffer #319;Vegan;Kartoffelpuffer, Ei, Petersilie, Senf, Käse, Butter;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;804;16;122;28
Kartoffelsalat #320;Reis;Kartoffelsalat, Sahne, Sellerie, Knoblauch, Ei, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;359;28;1;27
Schweinebraten #321;Curry;Schweinebraten, Olivenöl, Porree, Käse, Knoblauch, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;484;15;81;11
Schnitzel #322;Fischgericht;Schnitzel, Petersilie, Brühe, Butter, Knoblauch, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;507;18;84;11
Schnitzel #323;Pasta;Schnitzel, Mehl, Knoblauch, Senf, Apfel, Butter;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;848;32;164;7
Schwarzwälder Kirschtorte #324;Vegan;Schwarzwälder Kirschtorte, Sahne, Sellerie, Petersilie, Knoblauch, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;808;16;145;18
Brezel #325;Suppe;Brezel, Ei, Sellerie, Zitrone, Käse, Brühe;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;403;45;0;35
Frikadellen #326;Beilage;Frikadellen, Senf, Olivenöl, Zimt, Vanille, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;436;38;10;27
Brezel #327;Suppe;Brezel, Gurke, Zwiebel, Vanille, Porree, Mehl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;792;40;99;26
Maultaschen #328;Fischgericht;Maultaschen, Senf, Tomate, Sellerie, Apfel, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;303;40;0;35
Schnitzel #329;Pasta;Schnitzel, Zwiebel, Olivenöl, Knoblauch, Milch, Tomate;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;803;16;133;23
Bratkartoffeln #330;Beilage;Bratkartoffeln, Sahne, Paprika, Zimt, Milch, Tomate;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;402;5;75;9
Gulasch #331;Curry;Gulasch, Käse, Ei, Sahne, Zitrone, Tomate;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;521;16;35;35
Spätzle #332;Vegetarisch;Spätzle, Sellerie, Apfel, Gurke, Petersilie, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;525;33;71;12
Spätzle #333;Beilage;Spätzle, Petersilie, Karotte, Ei, Tomate, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;301;17;44;6
Kartoffelsalat #334;Vegetarisch;Kartoffelsalat, Petersilie, Ei, Apfel, Zwiebel, Zitrone;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;432;21;75;5
Apfelstrudel #335;Pasta;Apfelstrudel, Karotte, Vanille, Sahne, Butter, Mehl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;628;21;120;7
Kartoffelsalat #336;Beilage;Kartoffelsalat, Senf, Milch, Sellerie, Porree, Brühe;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;831;9;149;22
Käsekuchen #337;Fischgericht;Käsekuchen, Knoblauch, Brühe, Ei, Vanille, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;557;44;70;11
Maultaschen #338;Vegetarisch;Maultaschen, Mehl, Knoblauch, Zwiebel, Apfel, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;520;45;24;27
Spätzle #339;Suppe;Spätzle, Gurke, Käse, Sellerie, Vanille, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;573;35;52;25
Sauerkraut #340;Beilage;Sauerkraut, Brühe, Petersilie, Karotte, Zitrone, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;446;9;59;19
Kartoffelpuffer #341;Salat;Kartoffelpuffer, Porree, Karotte, Apfel, Tomate, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;810;35;111;25
Brezel #342;Frühstück;Brezel, Knoblauch, Zimt, Tomate, Senf, Butter;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;761;37;97;25
Kartoffelsalat #343;Vegan;Kartoffelsalat, Olivenöl, Apfel, Zimt, Karotte, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;294;30;0;21
Spätzle #344;Frühstück;Spätzle, Zimt, Paprika, Porree, Knoblauch, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;769;35;101;25
Gulasch #345;Vegetarisch;Gulasch, Milch, Karotte, Paprika, Brühe, Gurke;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;555;30;86;10
Käsekuchen #346;Fischgericht;Käsekuchen, Knoblauch, Milch, Apfel, Tomate, Brühe;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;553;16;48;33
Spätzle #347;Suppe;Spätzle, Petersilie, Mehl, Zitrone, Zimt, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;646;41;89;14
Bratkartoffeln #348;Hauptgericht;Bratkartoffeln, Mehl, Knoblauch, Sellerie, Zitrone, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;709;21;79;34
Käsekuchen #349;Suppe;Käsekuchen, Karotte, Gurke, Petersilie, Ei, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;431;10;79;8
Käsespätzle #350;Salat;Käsespätzle, Senf, Knoblauch, Petersilie, Brühe, Zitrone;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;453;44;19;22
Kartoffelsuppe #351;Frühstück;Kartoffelsuppe, Milch, Porree, Paprika, Sellerie, Butter;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;315;20;0;26
Bratkartoffeln #352;Suppe;Bratkartoffeln, Porree, Brühe, Zitrone, Petersilie, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;434;22;37;22
Linsensuppe #353;Pasta;Linsensuppe, Vanille, Apfel, Sahne, Mehl, Brühe;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;649;43;90;13
Kartoffelsuppe #354;Frühstück;Kartoffelsuppe, Karotte, Butter, Gurke, Porree, Zimt;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;833;8;132;30
Sauerkraut #355;Frühstück;Sauerkraut, Senf, Gurke, Karotte, Sahne, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;445;43;34;15
